match_url,teamName,tableType,player,kd,plus_minus,adr,kast,rating
https://www.hltv.org/matches/2379982/red-canids-vs-legacy-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Bruno 'latto' Rebelattolatto,18-22,-4,60.7,58.8%,0.83
https://www.hltv.org/matches/2379982/red-canids-vs-legacy-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Lucas 'lux' Meneghinilux,11-23,-12,46.9,64.7%,0.72
https://www.hltv.org/matches/2379982/red-canids-vs-legacy-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Guilherme 'saadzin' Pachecosaadzin,10-17,-7,39.0,73.5%,0.65
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table totalstats,Moisés 'tomate' Limatomate,26-26,0,82.3,72.2%,0.99
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table totalstats,Rodrigo 'drg' Ausenkadrg,21-28,-7,72.2,72.2%,0.84
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table totalstats,Gabriel 'nython' Linonython,17-27,-10,64.2,55.6%,0.69
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table totalstats,Lucas 'destiny' Bullodestiny,17-27,-10,52.3,63.9%,0.63
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table totalstats,Gabriel 'gbb' Pereiragbb,13-28,-15,48.2,55.6%,0.54
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table ctstats hidden,Moisés 'tomate' Limatomate,14-14,0,72.4,66.7%,0.86
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table ctstats hidden,Rodrigo 'drg' Ausenkadrg,13-16,-3,78.2,81.0%,0.81
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table ctstats hidden,Lucas 'destiny' Bullodestiny,11-15,-4,61.6,61.9%,0.66
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table ctstats hidden,Gabriel 'nython' Linonython,10-16,-6,66.6,47.6%,0.64
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table ctstats hidden,Gabriel 'gbb' Pereiragbb,8-16,-8,52.3,57.1%,0.52
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table tstats hidden,Moisés 'tomate' Limatomate,12-12,0,96.1,80.0%,1.18
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table tstats hidden,Rodrigo 'drg' Ausenkadrg,8-12,-4,63.9,60.0%,0.88
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table tstats hidden,Gabriel 'nython' Linonython,7-11,-4,60.9,66.7%,0.77
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table tstats hidden,Lucas 'destiny' Bullodestiny,6-12,-6,39.3,66.7%,0.60
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Solid,table tstats hidden,Gabriel 'gbb' Pereiragbb,5-12,-7,42.5,53.3%,0.57
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table totalstats,Andrei 'arT' PiovezanarT,41-20,+21,108.0,80.6%,1.80
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table totalstats,Allan 'history' Lawrenzhistory,30-11,+19,78.9,86.1%,1.48
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table totalstats,Kayke 'kye' Bertoluccikye,29-16,+13,76.2,83.3%,1.34
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table totalstats,Guilherme 'piriajr' Barbosapiriajr,23-23,0,80.0,77.8%,1.18
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table totalstats,Matheus 'mlhzin' Marçolamlhzin,13-25,-12,51.5,69.4%,0.71
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table ctstats hidden,Andrei 'arT' PiovezanarT,19-7,+12,121.2,93.3%,1.95
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table ctstats hidden,Allan 'history' Lawrenzhistory,19-4,+15,107.1,93.3%,1.85
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table ctstats hidden,Guilherme 'piriajr' Barbosapiriajr,10-10,0,94.3,80.0%,1.22
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table ctstats hidden,Matheus 'mlhzin' Marçolamlhzin,5-11,-6,47.2,80.0%,0.70
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table ctstats hidden,Kayke 'kye' Bertoluccikye,6-7,-1,43.1,80.0%,0.67
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table tstats hidden,Kayke 'kye' Bertoluccikye,23-9,+14,99.9,85.7%,1.82
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table tstats hidden,Andrei 'arT' PiovezanarT,22-13,+9,98.6,71.4%,1.69
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table tstats hidden,Allan 'history' Lawrenzhistory,11-7,+4,58.8,81.0%,1.21
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table tstats hidden,Guilherme 'piriajr' Barbosapiriajr,13-13,0,69.9,76.2%,1.15
https://www.hltv.org/matches/2379954/solid-vs-fluxo-pgl-bucharest-2025-south-america-closed-qualifier,Fluxo,table tstats hidden,Matheus 'mlhzin' Marçolamlhzin,8-14,-6,54.5,61.9%,0.73
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table totalstats,Henrique 't9rnay' Menachot9rnay,51-46,+5,78.0,76.7%,1.12
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table totalstats,Jhonatan 'JOTA' WillianJOTA,50-44,+6,77.6,72.6%,1.05
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table totalstats,Marcos 'fokiu' Paulofokiu,42-45,-3,66.5,68.5%,0.96
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table totalstats,Guilherme 'levi' Gustavolevi,45-49,-4,69.5,65.8%,0.93
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table totalstats,Bruno 'shz' Martinellishz,40-49,-9,67.4,68.5%,0.86
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table ctstats hidden,Guilherme 'levi' Gustavolevi,28-22,+6,78.9,72.2%,1.12
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table ctstats hidden,Henrique 't9rnay' Menachot9rnay,27-22,+5,83.9,75.0%,1.04
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table ctstats hidden,Marcos 'fokiu' Paulofokiu,21-20,+1,65.9,69.4%,0.93
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table ctstats hidden,Bruno 'shz' Martinellishz,18-27,-9,67.0,66.7%,0.76
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table ctstats hidden,Jhonatan 'JOTA' WillianJOTA,20-24,-4,68.1,72.2%,0.75
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table tstats hidden,Jhonatan 'JOTA' WillianJOTA,30-20,+10,86.8,73.0%,1.33
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table tstats hidden,Henrique 't9rnay' Menachot9rnay,24-24,0,72.3,78.4%,1.19
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table tstats hidden,Marcos 'fokiu' Paulofokiu,21-25,-4,67.1,67.6%,0.99
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table tstats hidden,Bruno 'shz' Martinellishz,22-22,0,67.8,70.3%,0.96
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,W7M,table tstats hidden,Guilherme 'levi' Gustavolevi,17-27,-10,60.4,59.5%,0.76
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table totalstats,Leonardo 'zmb' Toledozmb,68-41,+27,101.5,84.9%,1.48
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table totalstats,Leonardo 'Leomonster' EnriqueLeomonster,47-50,-3,71.7,72.6%,0.98
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table totalstats,Victor 'remix' Monteiroremix,49-42,+7,61.3,67.1%,0.98
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table totalstats,Pedro 'bnc' Mendesbnc,33-49,-16,56.3,79.5%,0.83
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table totalstats,Antonio 'realz1n' Oliveirarealz1n,36-46,-10,58.1,71.2%,0.79
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table ctstats hidden,Leonardo 'zmb' Toledozmb,34-22,+12,98.1,78.4%,1.33
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table ctstats hidden,Leonardo 'Leomonster' EnriqueLeomonster,31-26,+5,90.5,73.0%,1.18
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table ctstats hidden,Antonio 'realz1n' Oliveirarealz1n,19-22,-3,65.0,78.4%,0.79
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table ctstats hidden,Pedro 'bnc' Mendesbnc,14-23,-9,50.2,86.5%,0.74
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table ctstats hidden,Victor 'remix' Monteiroremix,20-21,-1,51.0,59.5%,0.71
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table tstats hidden,Leonardo 'zmb' Toledozmb,34-19,+15,105.0,91.7%,1.63
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table tstats hidden,Victor 'remix' Monteiroremix,29-21,+8,71.8,75.0%,1.26
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table tstats hidden,Pedro 'bnc' Mendesbnc,19-26,-7,62.7,72.2%,0.91
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table tstats hidden,Antonio 'realz1n' Oliveirarealz1n,17-24,-7,50.9,63.9%,0.79
https://www.hltv.org/matches/2379967/w7m-vs-uno-mille-pgl-bucharest-2025-south-america-closed-qualifier,UNO MILLE,table tstats hidden,Leonardo 'Leomonster' EnriqueLeomonster,16-24,-8,52.4,72.2%,0.78
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table totalstats,Anton 'doni' Savienkovdoni,56-54,+2,76.0,72.5%,1.06
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table totalstats,Yuri 'hodix' Khodakhodix,55-48,+7,72.6,63.7%,1.02
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table totalstats,Dmytro 'jackast' Pashchenkojackast,56-62,-6,78.1,66.2%,0.99
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table totalstats,Roman 'neiter' Brulneiter,46-57,-11,73.4,62.5%,0.91
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table totalstats,Maxim 'MUV' UlyanchenkoMUV,46-51,-5,64.5,66.2%,0.88
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table ctstats hidden,Yuri 'hodix' Khodakhodix,34-23,+11,85.2,66.7%,1.15
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table ctstats hidden,Anton 'doni' Savienkovdoni,29-28,+1,80.3,73.8%,1.07
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table ctstats hidden,Maxim 'MUV' UlyanchenkoMUV,28-25,+3,73.9,73.8%,0.96
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table ctstats hidden,Dmytro 'jackast' Pashchenkojackast,30-34,-4,77.1,66.7%,0.93
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table ctstats hidden,Roman 'neiter' Brulneiter,23-28,-5,70.9,66.7%,0.85
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table tstats hidden,Dmytro 'jackast' Pashchenkojackast,26-28,-2,79.2,65.8%,1.07
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table tstats hidden,Anton 'doni' Savienkovdoni,27-26,+1,71.2,71.1%,1.05
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table tstats hidden,Roman 'neiter' Brulneiter,23-29,-6,76.2,57.9%,0.99
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table tstats hidden,Yuri 'hodix' Khodakhodix,21-25,-4,58.7,60.5%,0.88
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,NEVERMORE,table tstats hidden,Maxim 'MUV' UlyanchenkoMUV,18-26,-8,54.2,57.9%,0.79
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table totalstats,Argyn 'for2na' Nurgalievfor2na,69-48,+21,88.4,73.8%,1.30
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table totalstats,Rauan 'rinn' Bakbergenrinn,61-53,+8,91.7,66.2%,1.23
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table totalstats,Dastan 'dosikzz' Erkinovdosikzz,57-57,0,89.2,72.5%,1.12
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table totalstats,Abylay 'OxygeN' KhamitovOxygeN,41-48,-7,52.7,70.0%,0.82
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table totalstats,Aslan 'ElayDzha' ErkashovElayDzha,40-58,-18,61.4,68.8%,0.80
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table ctstats hidden,Argyn 'for2na' Nurgalievfor2na,35-22,+13,96.8,73.7%,1.41
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table ctstats hidden,Rauan 'rinn' Bakbergenrinn,28-22,+6,92.5,68.4%,1.20
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table ctstats hidden,Dastan 'dosikzz' Erkinovdosikzz,31-25,+6,95.1,71.1%,1.11
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table ctstats hidden,Abylay 'OxygeN' KhamitovOxygeN,21-18,+3,58.2,78.9%,0.91
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table ctstats hidden,Aslan 'ElayDzha' ErkashovElayDzha,16-28,-12,53.8,73.7%,0.73
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table tstats hidden,Rauan 'rinn' Bakbergenrinn,33-31,+2,90.9,64.3%,1.26
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table tstats hidden,Argyn 'for2na' Nurgalievfor2na,34-26,+8,80.8,73.8%,1.20
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table tstats hidden,Dastan 'dosikzz' Erkinovdosikzz,26-32,-6,84.0,73.8%,1.12
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table tstats hidden,Aslan 'ElayDzha' ErkashovElayDzha,24-30,-6,68.4,64.3%,0.86
https://www.hltv.org/matches/2380389/nevermore-vs-spray-jutsu-esea-advanced-season-52-europe,Spray Jutsu,table tstats hidden,Abylay 'OxygeN' KhamitovOxygeN,20-30,-10,47.6,61.9%,0.75
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table totalstats,Alisson 'Alisson' FariasAlisson,38-28,+10,82.3,80.0%,1.25
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table totalstats,Pedro 'pepe' Almeidapepe,32-31,+1,86.7,66.7%,1.14
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table totalstats,João 'bacc' Pedrobacc,28-28,0,74.5,75.6%,1.02
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table totalstats,Gustavo 'divine' Santicioli Altapinidivine,31-28,+3,59.3,68.9%,0.93
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table totalstats,Adriano 'kadzz' Ruizkadzz,15-35,-20,43.4,62.2%,0.62
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table ctstats hidden,Alisson 'Alisson' FariasAlisson,17-16,+1,81.4,78.3%,0.89
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table ctstats hidden,Pedro 'pepe' Almeidapepe,14-17,-3,86.5,60.9%,0.89
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table ctstats hidden,Gustavo 'divine' Santicioli Altapinidivine,17-16,+1,55.6,73.9%,0.84
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table ctstats hidden,João 'bacc' Pedrobacc,11-18,-7,57.2,65.2%,0.58
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table ctstats hidden,Adriano 'kadzz' Ruizkadzz,7-17,-10,33.3,52.2%,0.43
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table tstats hidden,Alisson 'Alisson' FariasAlisson,21-12,+9,83.3,81.8%,1.62
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table tstats hidden,João 'bacc' Pedrobacc,17-10,+7,92.6,86.4%,1.48
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table tstats hidden,Pedro 'pepe' Almeidapepe,18-14,+4,87.0,72.7%,1.39
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table tstats hidden,Gustavo 'divine' Santicioli Altapinidivine,14-12,+2,63.3,63.6%,1.02
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Galorys,table tstats hidden,Adriano 'kadzz' Ruizkadzz,8-18,-10,54.0,72.7%,0.83
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table totalstats,Tomas 'tom1jed' Riverotom1jed,35-28,+7,83.2,66.7%,1.24
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table totalstats,Máximo 'maxxkor' Cortinamaxxkor,37-32,+5,88.6,77.8%,1.16
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table totalstats,Lautaro 'FraGuTy' Agustin Morales GomezFraGuTy,28-27,+1,67.2,73.3%,1.02
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table totalstats,Tomas 'toto' Lautaro Migueltoto,25-28,-3,65.4,73.3%,1.00
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table totalstats,Gabriel '1962' Sinopoli1962,24-30,-6,58.3,68.9%,0.91
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table ctstats hidden,Máximo 'maxxkor' Cortinamaxxkor,18-16,+2,91.0,77.3%,1.06
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table ctstats hidden,Tomas 'tom1jed' Riverotom1jed,16-15,+1,72.9,63.6%,0.90
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table ctstats hidden,Gabriel '1962' Sinopoli1962,14-17,-3,70.0,59.1%,0.81
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table ctstats hidden,Lautaro 'FraGuTy' Agustin Morales GomezFraGuTy,10-13,-3,46.7,72.7%,0.73
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table ctstats hidden,Tomas 'toto' Lautaro Migueltoto,8-18,-10,61.1,63.6%,0.59
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table tstats hidden,Tomas 'tom1jed' Riverotom1jed,19-13,+6,93.1,69.6%,1.57
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table tstats hidden,Tomas 'toto' Lautaro Migueltoto,17-10,+7,69.6,82.6%,1.40
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table tstats hidden,Lautaro 'FraGuTy' Agustin Morales GomezFraGuTy,18-14,+4,86.7,73.9%,1.30
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table tstats hidden,Máximo 'maxxkor' Cortinamaxxkor,19-16,+3,86.4,78.3%,1.26
https://www.hltv.org/matches/2379980/galorys-vs-dusty-roots-pgl-bucharest-2025-south-america-closed-qualifier,Dusty Roots,table tstats hidden,Gabriel '1962' Sinopoli1962,10-13,-3,47.2,78.3%,1.01
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table totalstats,Jindřich 'ZEDKO' ChybaZEDKO,35-31,+4,81.3,76.7%,1.18
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table totalstats,Peter 'Pepo' RužičkaPepo,29-22,+7,65.6,74.4%,1.15
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table totalstats,Josef 'MoriiSko' MaurencMoriiSko,27-24,+3,67.2,69.8%,1.12
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table totalstats,Sebastian 'beastik' Daňobeastik,27-32,-5,73.3,72.1%,1.00
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table totalstats,Max 'SHOCK' KvapilSHOCK,22-28,-6,64.8,67.4%,0.93
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table ctstats hidden,Sebastian 'beastik' Daňobeastik,13-14,-1,78.5,63.2%,0.94
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table ctstats hidden,Jindřich 'ZEDKO' ChybaZEDKO,12-15,-3,64.2,63.2%,0.67
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table ctstats hidden,Peter 'Pepo' RužičkaPepo,10-14,-4,55.8,57.9%,0.66
https://www.hltv.org/matches/2380392/sinners-vs-sashi-cct-season-2-europe-series-20,SINNERS,table ctstats hidden,Josef 'MoriiSko' MaurencMoriiSko,7-12,-5,48.3,47.4%,0.55
