match_url,teamName,tableType,player,kd,plus_minus,adr,kast,rating
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table ctstats hidden,Pavel 'z1Nny' Prokopievz1Nny,13-12,+1,74.0,79.2%,0.99
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table ctstats hidden,Philipp 'tex1y' Moskvitintex1y,13-16,-3,75.1,66.7%,0.86
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table ctstats hidden,Semyon 'kinqie' Lisitsynkinqie,13-14,-1,65.4,62.5%,0.86
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table tstats hidden,Ilya 'executor' Weberexecutor,22-19,+3,89.1,66.7%,1.23
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table tstats hidden,Philipp 'tex1y' Moskvitintex1y,16-20,-4,64.0,62.5%,0.90
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table tstats hidden,Semyon 'kinqie' Lisitsynkinqie,10-21,-11,62.0,66.7%,0.73
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table tstats hidden,Aleksandr 'KIRO' SherovKIRO,11-20,-9,51.8,79.2%,0.72
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,RUSH B,table tstats hidden,Pavel 'z1Nny' Prokopievz1Nny,11-23,-12,47.0,58.3%,0.66
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table totalstats,David 'forsyy' Bílýforsyy,46-26,+20,91.6,79.2%,1.36
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table totalstats,Erik 'The eLiVe' SithThe eLiVe,35-33,+2,69.2,77.1%,1.12
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table totalstats,Jakub 'M1key' KrauskoM1key,30-32,-2,76.7,64.6%,1.06
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table totalstats,Martin 'Dytor' HandlDytor,34-30,+4,80.0,77.1%,1.04
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table totalstats,Vít 'nbqq' Pohlotnbqq,29-32,-3,72.5,79.2%,1.00
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table ctstats hidden,David 'forsyy' Bílýforsyy,29-13,+16,110.5,83.3%,1.66
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table ctstats hidden,Jakub 'M1key' KrauskoM1key,21-15,+6,106.4,79.2%,1.43
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table ctstats hidden,Erik 'The eLiVe' SithThe eLiVe,20-16,+4,74.1,83.3%,1.19
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table ctstats hidden,Martin 'Dytor' HandlDytor,17-12,+5,81.4,87.5%,1.16
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table ctstats hidden,Vít 'nbqq' Pohlotnbqq,15-15,0,82.0,87.5%,1.14
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table tstats hidden,David 'forsyy' Bílýforsyy,17-13,+4,72.8,75.0%,1.06
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table tstats hidden,Erik 'The eLiVe' SithThe eLiVe,15-17,-2,64.2,70.8%,1.04
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table tstats hidden,Martin 'Dytor' HandlDytor,17-18,-1,78.7,66.7%,0.93
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table tstats hidden,Vít 'nbqq' Pohlotnbqq,14-17,-3,63.0,70.8%,0.87
https://www.hltv.org/matches/2380595/rush-b-vs-eclot-yalla-compass-winter-2025,ECLOT,table tstats hidden,Jakub 'M1key' KrauskoM1key,9-17,-8,47.0,50.0%,0.70
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table totalstats,Guilherme 'saadzin' Pachecosaadzin,59-48,+11,82.7,70.4%,1.18
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table totalstats,Lucas 'lux' Meneghinilux,58-53,+5,90.9,66.2%,1.15
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table totalstats,Vinicius 'n1ssim' Pereiran1ssim,47-52,-5,74.2,63.4%,0.96
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table totalstats,Eduardo 'dumau' Wolkmerdumau,42-50,-8,74.1,71.8%,0.92
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table totalstats,Bruno 'latto' Rebelattolatto,40-44,-4,59.0,71.8%,0.86
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table ctstats hidden,Guilherme 'saadzin' Pachecosaadzin,27-16,+11,81.1,80.6%,1.20
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table ctstats hidden,Lucas 'lux' Meneghinilux,25-23,+2,104.8,71.0%,1.18
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table ctstats hidden,Eduardo 'dumau' Wolkmerdumau,23-16,+7,82.2,80.6%,1.14
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table ctstats hidden,Vinicius 'n1ssim' Pereiran1ssim,22-22,0,72.1,61.3%,0.89
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table ctstats hidden,Bruno 'latto' Rebelattolatto,16-17,-1,57.0,77.4%,0.81
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Guilherme 'saadzin' Pachecosaadzin,32-32,0,83.9,62.5%,1.16
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Lucas 'lux' Meneghinilux,33-30,+3,80.1,62.5%,1.12
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Vinicius 'n1ssim' Pereiran1ssim,25-30,-5,75.8,65.0%,1.01
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Bruno 'latto' Rebelattolatto,24-27,-3,60.5,67.5%,0.91
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Legacy,table tstats hidden,Eduardo 'dumau' Wolkmerdumau,19-34,-15,67.8,65.0%,0.75
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table totalstats,Vinicius 'vsm' Moreiravsm,56-55,+1,98.5,71.8%,1.21
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table totalstats,Ulric 'Misfit' PereiraMisfit,51-42,+9,70.8,73.2%,1.09
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table totalstats,Daniel 'danoco' Morgadodanoco,52-48,+4,74.7,70.4%,1.07
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table totalstats,Max 'max' Borgesmax,45-49,-4,69.7,71.8%,1.06
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table totalstats,Lucas 'CutzMeretz' FreitasCutzMeretz,38-53,-15,57.5,64.8%,0.76
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table ctstats hidden,Daniel 'danoco' Morgadodanoco,36-25,+11,84.8,67.5%,1.24
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table ctstats hidden,Vinicius 'vsm' Moreiravsm,31-29,+2,100.6,75.0%,1.19
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table ctstats hidden,Max 'max' Borgesmax,29-29,0,80.5,75.0%,1.08
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table ctstats hidden,Ulric 'Misfit' PereiraMisfit,28-22,+6,65.0,77.5%,1.07
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table ctstats hidden,Lucas 'CutzMeretz' FreitasCutzMeretz,25-29,-4,69.5,75.0%,0.90
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table tstats hidden,Vinicius 'vsm' Moreiravsm,25-26,-1,95.7,67.7%,1.23
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table tstats hidden,Ulric 'Misfit' PereiraMisfit,23-20,+3,78.4,67.7%,1.12
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table tstats hidden,Max 'max' Borgesmax,16-20,-4,55.9,67.7%,1.04
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table tstats hidden,Daniel 'danoco' Morgadodanoco,16-23,-7,61.7,74.2%,0.85
https://www.hltv.org/matches/2379986/legacy-vs-flamengo-pgl-bucharest-2025-south-america-closed-qualifier,Flamengo,table tstats hidden,Lucas 'CutzMeretz' FreitasCutzMeretz,13-24,-11,42.1,51.6%,0.58
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table totalstats,Sean 'eraa' Knutssoneraa,69-45,+24,80.7,76.6%,1.26
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table totalstats,Arvid 'avid' Åbergavid,62-50,+12,88.5,76.6%,1.25
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table totalstats,Markus 'upE' JohanssonupE,50-55,-5,72.7,66.2%,0.92
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table totalstats,Niclas 'PlesseN' PlessenPlesseN,40-56,-16,72.2,61.0%,0.83
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table totalstats,Simon 'twist' Eliassontwist,41-55,-14,57.9,66.2%,0.80
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table ctstats hidden,Sean 'eraa' Knutssoneraa,35-29,+6,81.0,69.0%,1.06
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table ctstats hidden,Arvid 'avid' Åbergavid,30-33,-3,80.3,66.7%,0.91
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table ctstats hidden,Markus 'upE' JohanssonupE,22-30,-8,58.1,59.5%,0.64
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table ctstats hidden,Niclas 'PlesseN' PlessenPlesseN,17-33,-16,62.3,50.0%,0.52
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table ctstats hidden,Simon 'twist' Eliassontwist,16-29,-13,40.0,59.5%,0.51
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table tstats hidden,Arvid 'avid' Åbergavid,32-17,+15,98.3,88.6%,1.67
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table tstats hidden,Sean 'eraa' Knutssoneraa,34-16,+18,80.4,85.7%,1.51
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table tstats hidden,Markus 'upE' JohanssonupE,28-25,+3,90.3,74.3%,1.26
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table tstats hidden,Niclas 'PlesseN' PlessenPlesseN,23-23,0,83.9,74.3%,1.21
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Alliance,table tstats hidden,Simon 'twist' Eliassontwist,25-26,-1,79.4,74.3%,1.16
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table totalstats,Nemanja 'nEMANHA' ĐukićnEMANHA,61-54,+7,88.2,70.1%,1.24
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table totalstats,Saša 'simke' Simićsimke,60-58,+2,90.2,68.8%,1.15
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table totalstats,Andrej 'Cjoffo' ŠaracCjoffo,49-51,-2,72.1,76.6%,1.03
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table totalstats,Adin 'brutmonster' Husićbrutmonster,48-51,-3,61.1,70.1%,0.93
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table totalstats,Filip 'aVN' BelojicaaVN,40-52,-12,66.8,62.3%,0.91
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table ctstats hidden,Adin 'brutmonster' Husićbrutmonster,25-27,-2,66.7,65.7%,0.89
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table ctstats hidden,Saša 'simke' Simićsimke,24-30,-6,89.6,62.9%,0.85
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table ctstats hidden,Andrej 'Cjoffo' ŠaracCjoffo,20-29,-9,79.9,71.4%,0.80
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table ctstats hidden,Nemanja 'nEMANHA' ĐukićnEMANHA,21-26,-5,61.4,65.7%,0.73
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table ctstats hidden,Filip 'aVN' BelojicaaVN,14-30,-16,66.6,48.6%,0.59
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table tstats hidden,Nemanja 'nEMANHA' ĐukićnEMANHA,40-28,+12,110.5,73.8%,1.66
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table tstats hidden,Saša 'simke' Simićsimke,36-28,+8,90.7,73.8%,1.40
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table tstats hidden,Andrej 'Cjoffo' ŠaracCjoffo,29-22,+7,65.5,81.0%,1.22
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table tstats hidden,Filip 'aVN' BelojicaaVN,26-22,+4,66.9,73.8%,1.19
https://www.hltv.org/matches/2380577/alliance-vs-zero-tenacity-galaxy-battle-2025-starter,Zero Tenacity,table tstats hidden,Adin 'brutmonster' Husićbrutmonster,23-24,-1,56.5,73.8%,0.97
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table totalstats,Nemanja 'nexa' Isakovićnexa,36-20,+16,90.1,79.5%,1.38
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table totalstats,Tim 'nawwk' Jonassonnawwk,29-16,+13,73.3,82.1%,1.27
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table totalstats,Joakim 'jkaem' Myrbostadjkaem,26-26,0,88.2,66.7%,1.19
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table totalstats,Cai 'CYPHER' WatsonCYPHER,26-23,+3,72.3,76.9%,1.16
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table totalstats,Luca 'pr1metapz' Voigtpr1metapz,20-22,-2,64.0,74.4%,0.99
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table ctstats hidden,Tim 'nawwk' Jonassonnawwk,17-4,+13,82.3,89.5%,1.51
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table ctstats hidden,Cai 'CYPHER' WatsonCYPHER,16-8,+8,89.7,84.2%,1.37
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table ctstats hidden,Nemanja 'nexa' Isakovićnexa,16-11,+5,89.8,78.9%,1.21
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table ctstats hidden,Joakim 'jkaem' Myrbostadjkaem,11-11,0,74.5,68.4%,1.06
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table ctstats hidden,Luca 'pr1metapz' Voigtpr1metapz,5-10,-5,39.3,73.7%,0.69
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table tstats hidden,Nemanja 'nexa' Isakovićnexa,20-9,+11,90.5,80.0%,1.54
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table tstats hidden,Joakim 'jkaem' Myrbostadjkaem,15-15,0,101.3,65.0%,1.32
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table tstats hidden,Luca 'pr1metapz' Voigtpr1metapz,15-12,+3,87.5,75.0%,1.29
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table tstats hidden,Tim 'nawwk' Jonassonnawwk,12-12,0,64.7,75.0%,1.04
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,BC.Game,table tstats hidden,Cai 'CYPHER' WatsonCYPHER,10-15,-5,55.8,70.0%,0.96
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table totalstats,Benjamin 'blameF' BremerblameF,29-26,+3,87.1,71.8%,1.00
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table totalstats,Denys 'Burmylov' BuragaBurmylov,21-26,-5,55.8,61.5%,0.75
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table totalstats,Rodion 'fear' Smykfear,20-29,-9,54.0,59.0%,0.75
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table totalstats,Freddy 'KRIMZ' JohanssonKRIMZ,18-26,-8,56.6,61.5%,0.72
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table totalstats,Matúš 'MATYS' ŠimkoMATYS,18-30,-12,59.0,69.2%,0.71
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table ctstats hidden,Benjamin 'blameF' BremerblameF,15-13,+2,96.2,75.0%,1.05
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table ctstats hidden,Freddy 'KRIMZ' JohanssonKRIMZ,13-13,0,82.5,75.0%,1.03
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table ctstats hidden,Denys 'Burmylov' BuragaBurmylov,12-13,-1,62.5,65.0%,0.83
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table ctstats hidden,Matúš 'MATYS' ŠimkoMATYS,12-16,-4,57.6,70.0%,0.70
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table ctstats hidden,Rodion 'fear' Smykfear,10-17,-7,54.9,55.0%,0.65
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table tstats hidden,Benjamin 'blameF' BremerblameF,14-13,+1,77.4,68.4%,0.94
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table tstats hidden,Rodion 'fear' Smykfear,10-12,-2,53.2,63.2%,0.86
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table tstats hidden,Matúš 'MATYS' ŠimkoMATYS,6-14,-8,60.5,68.4%,0.73
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table tstats hidden,Denys 'Burmylov' BuragaBurmylov,9-13,-4,48.8,57.9%,0.68
https://www.hltv.org/matches/2380178/bcgame-vs-fnatic-cct-season-2-europe-series-19,fnatic,table tstats hidden,Freddy 'KRIMZ' JohanssonKRIMZ,5-13,-8,29.4,47.4%,0.40
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table totalstats,Daniil 'd1Ledez' Kustovd1Ledez,35-19,+16,99.4,89.2%,1.65
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table totalstats,Evgeny 'r3salt' Frolovr3salt,38-21,+17,99.3,78.4%,1.62
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table totalstats,Vladislav 'Krad' KravchenkoKrad,27-16,+11,75.5,89.2%,1.35
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table totalstats,Aleksandr 'KaiR0N-' AnashkinKaiR0N-,26-20,+6,72.3,86.5%,1.34
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table totalstats,Aleksandr 'shalfey' Marenovshalfey,24-17,+7,73.8,78.4%,1.23
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table ctstats hidden,Evgeny 'r3salt' Frolovr3salt,22-11,+11,107.7,78.9%,1.74
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table ctstats hidden,Daniil 'd1Ledez' Kustovd1Ledez,19-10,+9,111.2,89.5%,1.65
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table ctstats hidden,Vladislav 'Krad' KravchenkoKrad,13-9,+4,77.9,94.7%,1.24
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table ctstats hidden,Aleksandr 'shalfey' Marenovshalfey,14-9,+5,68.5,78.9%,1.16
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table ctstats hidden,Aleksandr 'KaiR0N-' AnashkinKaiR0N-,14-14,0,79.4,84.2%,1.15
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table tstats hidden,Daniil 'd1Ledez' Kustovd1Ledez,16-9,+7,87.1,88.9%,1.65
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table tstats hidden,Aleksandr 'KaiR0N-' AnashkinKaiR0N-,12-6,+6,64.8,88.9%,1.55
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table tstats hidden,Evgeny 'r3salt' Frolovr3salt,16-10,+6,90.4,77.8%,1.49
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table tstats hidden,Vladislav 'Krad' KravchenkoKrad,14-7,+7,72.9,83.3%,1.46
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,9 Pandas,table tstats hidden,Aleksandr 'shalfey' Marenovshalfey,10-8,+2,79.4,77.8%,1.31
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table totalstats,Olek 'hades' Miskiewiczhades,22-29,-7,76.5,62.2%,0.86
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table totalstats,Gytis 'ryu' Glušauskasryu,22-32,-10,67.4,64.9%,0.73
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table totalstats,Vladyslav 'leen' Stepanovleen,20-29,-9,55.6,51.4%,0.63
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table totalstats,Jack 'Gizmy' von SpreckelsenGizmy,14-28,-14,47.2,48.6%,0.54
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table totalstats,Sergiy 'DemQQ' DemchenkoDemQQ,15-32,-17,53.5,54.1%,0.52
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table ctstats hidden,Olek 'hades' Miskiewiczhades,12-12,0,77.3,61.1%,0.85
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table ctstats hidden,Gytis 'ryu' Glušauskasryu,13-14,-1,86.9,66.7%,0.85
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table ctstats hidden,Vladyslav 'leen' Stepanovleen,6-13,-7,36.2,50.0%,0.36
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table ctstats hidden,Sergiy 'DemQQ' DemchenkoDemQQ,6-15,-9,45.3,50.0%,0.33
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table ctstats hidden,Jack 'Gizmy' von SpreckelsenGizmy,3-14,-11,33.3,38.9%,0.21
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table tstats hidden,Vladyslav 'leen' Stepanovleen,14-16,-2,73.9,52.6%,0.89
https://www.hltv.org/matches/2380398/9-pandas-vs-monte-cct-season-2-europe-series-20,Monte,table tstats hidden,Olek 'hades' Miskiewiczhades,10-17,-7,75.7,63.2%,0.87
